rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_parm_prov,koi_count,koi_tce_delivname,koi_datalink_dvr,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
5903,9278216,K04710.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,9.4527721,0.0001363,-0.0001363,135.7805,0.0105,-0.0105,2454968.78,0.0105,-0.0105,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009278/009278216/dv/kplr009278216-20160209194854_dvr.pdf,290.7377,45.725368,15.58,16.055,15.533,15.376,15.28,14.415,14.038,13.965
5904,8355131,K04711.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,4.3638313,3.389e-05,-3.389e-05,135.33772,0.0067,-0.0067,2454968.338,0.0067,-0.0067,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008355/008355131/dv/kplr008355131-20160209194854_dvr.pdf,287.50766,44.31424,15.642,16.184,15.599,15.41,15.311,14.329,13.9,13.765
5905,4374610,K04712.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,1.44438449,1.507e-05,-1.507e-05,132.75645,0.0074,-0.0074,2454965.756,0.0074,-0.0074,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004374/004374610/dv/kplr004374610-20160209194854_dvr.pdf,294.04175,39.457371,14.815,15.117,14.76,14.685,14.659,13.856,13.647,13.58
5906,5253802,K04713.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,8.7963166,0.0001073,-0.0001073,134.3262,0.0102,-0.0102,2454967.326,0.0102,-0.0102,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005253/005253802/dv/kplr005253802-20160209194854_dvr.pdf,283.83884,40.421974,13.641,14.285,13.595,13.364,,12.741,12.413,12.348
5907,12554634,K04714.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,2.049602348,8.793e-06,-8.793e-06,132.32639,0.00346,-0.00346,2454965.326,0.00346,-0.00346,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,012/012554/012554634/dv/kplr012554634-20160209194854_dvr.pdf,289.18149,51.562538,15.277,15.894,15.205,15.013,14.887,13.931,13.431,13.443
5908,6264750,K04715.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,53.285584,0.001112,-0.001112,172.297,0.017,-0.017,2455005.297,0.017,-0.017,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006264/006264750/dv/kplr006264750-20160209194854_dvr.pdf,283.57269,41.695728,13.98,14.465,13.928,13.771,,12.908,12.621,12.536
5909,11290515,K04716.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,5.8943338,5.973e-05,-5.973e-05,134.10692,0.00822,-0.00822,2454967.107,0.00822,-0.00822,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,011/011290/011290515/dv/kplr011290515-20160209194854_dvr.pdf,288.34488,49.021938,12.322,12.674,12.273,12.171,12.143,11.286,11.032,10.982
5910,11290515,K04716.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,12.26708306,,,141.2841427,,,2454974.284,,,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,011/011290/011290515/dv/kplr011290515-20160209194854_dvr.pdf,288.34488,49.021938,12.322,12.674,12.273,12.171,12.143,11.286,11.032,10.982
5911,4902202,K04717.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,216.456055,0.005292,-0.005292,175.3753,0.0193,-0.0193,2455008.375,0.0193,-0.0193,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004902/004902202/dv/kplr004902202-20160209194854_dvr.pdf,283.69351,40.018021,15.58,16.154,15.559,15.334,15.237,14.288,13.91,13.895
5912,7282042,K04718.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,1,q1_q17_dr25_sup_koi,0.566803216,4.537e-06,-4.537e-06,131.80982,0.0091,-0.0091,2454964.81,0.0091,-0.0091,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007282/007282042/dv/kplr007282042-20160209194854_dvr.pdf,291.78796,42.834099,13.449,13.751,13.402,13.319,13.303,12.487,12.261,12.217
5913,7523542,K04719.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,365.13981,0.0162,-0.0162,156.6413,0.0228,-0.0228,2454989.641,0.0228,-0.0228,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,290.51251,43.10128,14.934,15.486,14.883,14.698,14.595,13.659,13.361,13.268
5914,3109937,K04720.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,37.809539,0.001379,-0.001379,158.4002,0.0329,-0.0329,2454991.4,0.0329,-0.0329,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003109/003109937/dv/kplr003109937-20160209194854_dvr.pdf,289.77826,38.262741,15.752,16.321,15.689,15.509,15.419,14.479,14.033,13.937
5915,9386171,K04721.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,381.18654,0.03419,-0.03419,136.2434,0.0356,-0.0356,2454969.243,0.0356,-0.0356,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,282.24762,45.930779,15.845,16.629,15.777,15.508,15.36,14.255,13.778,13.74
5916,6593734,K04722.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,0.58675746,1.637e-06,-1.637e-06,131.75424,0.00247,-0.00247,2454964.754,0.00247,-0.00247,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006593/006593734/dv/kplr006593734-20160209194854_dvr.pdf,287.82877,42.061642,15.509,15.985,15.445,15.305,15.243,14.318,13.988,13.967
5917,9711297,K04723.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,373.74856,0.0362,-0.0362,305.2558,0.0496,-0.0496,2455138.256,0.0496,-0.0496,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,292.26291,46.430641,15.642,16.07,15.583,15.458,15.424,14.542,14.163,14.201
5918,8395860,K04724.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,20.8822079,0.0007181,-0.0007181,151.6953,0.031,-0.031,2454984.695,0.031,-0.031,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,300.9288,44.356293,14.945,15.599,14.913,14.663,,14.296,14.535,13.64
5919,7778621,K04725.01,Kepler-1967 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.28171395,2.914e-05,-2.914e-05,137.30085,0.00321,-0.00321,2454970.301,0.00321,-0.00321,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007778/007778621/dv/kplr007778621-20160209194854_dvr.pdf,299.13779,43.498638,13.367,14.206,13.299,13.008,12.858,11.827,11.282,11.192
5920,5956354,K04726.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,8.0386699,0.0001136,-0.0001136,135.3098,0.0123,-0.0123,2454968.31,0.0123,-0.0123,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005956/005956354/dv/kplr005956354-20160209194854_dvr.pdf,290.51785,41.238762,14.999,15.469,14.949,14.797,14.753,13.867,13.578,13.576
5921,8377197,K04727.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,1.215181097,6.173e-06,-6.173e-06,131.50904,0.00413,-0.00413,2454964.509,0.00413,-0.00413,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,295.85498,44.301601,13.516,13.789,13.465,13.399,13.387,12.56,12.329,12.294
5922,6137779,K04728.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,21.5324915,0.0002189,-0.0002189,131.87749,0.0075,-0.0075,2454964.877,0.0075,-0.0075,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,295.85782,41.415691,13.41,13.7,13.363,13.286,13.252,12.387,12.138,12.079
5923,11913072,K04729.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,3.74779583,4.526e-05,-4.526e-05,134.2022,0.0116,-0.0116,2454967.202,0.0116,-0.0116,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011913/011913072/dv/kplr011913072-20160209194854_dvr.pdf,291.06143,50.22694,14.416,14.768,14.348,14.265,14.232,13.379,13.075,13.042
5924,8752940,K04730.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,9.07829171,4.619e-05,-4.619e-05,138.25933,0.00426,-0.00426,2454971.259,0.00426,-0.00426,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008752/008752940/dv/kplr008752940-20160209194854_dvr.pdf,291.58875,44.907509,14.383,15.175,14.315,14.044,13.907,12.857,12.38,12.306
5925,9083470,K04731.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.91842238,1.241e-05,-1.241e-05,131.5859,0.0122,-0.0122,2454964.586,0.0122,-0.0122,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009083/009083470/dv/kplr009083470-20160209194854_dvr.pdf,289.72168,45.439758,15.899,16.575,15.841,15.609,15.439,14.416,14.031,13.984
5926,7870282,K04732.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,0.580725004,2.536e-06,-2.536e-06,131.73303,0.00387,-0.00387,2454964.733,0.00387,-0.00387,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007870/007870282/dv/kplr007870282-20160209194854_dvr.pdf,282.17203,43.69651,15.236,15.837,15.173,14.979,14.88,13.876,13.45,13.417
5927,9021075,K04733.01,Kepler-1968 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.28116667,7.789e-05,-7.789e-05,132.7518,0.0102,-0.0102,2454965.752,0.0102,-0.0102,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009021/009021075/dv/kplr009021075-20160209194854_dvr.pdf,291.50812,45.370159,15.993,16.829,15.925,15.634,15.52,14.428,13.916,13.802
5928,5783938,K04734.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,383.10017,0.02789,-0.02789,286.3372,0.0322,-0.0322,2455119.337,0.0322,-0.0322,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,289.61075,41.019489,15.339,15.816,15.287,15.134,15.042,14.127,13.8,13.744
5929,11338056,K04735.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,2.87998334,2.427e-05,-2.427e-05,131.48485,0.00568,-0.00568,2454964.485,0.00568,-0.00568,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011338/011338056/dv/kplr011338056-20160209194854_dvr.pdf,284.76093,49.141979,14.712,15.436,14.667,14.402,14.27,13.258,12.727,12.697
5930,5282477,K04736.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.992798625,1.487e-06,-1.487e-06,131.70889,0.00134,-0.00134,2454964.709,0.00134,-0.00134,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005282/005282477/dv/kplr005282477-20160209194854_dvr.pdf,293.94794,40.455818,15.04,15.549,14.978,14.821,14.728,13.821,13.558,13.484
5931,7266212,K04737.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.79534033,8.442e-05,-8.442e-05,138.03216,0.00798,-0.00798,2454971.032,0.00798,-0.00798,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007266/007266212/dv/kplr007266212-20160209194854_dvr.pdf,286.21729,42.86092,14.726,15.156,14.679,14.542,14.515,13.667,13.35,13.21
5932,6681546,K04738.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,186.72243,0.03136,-0.03136,308.6018,0.0492,-0.0492,2455141.602,0.0492,-0.0492,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,288.74893,42.191738,15.085,15.576,15.044,14.874,14.844,13.919,13.569,13.53
5933,6421137,K04739.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,118.4039,0.1725,-0.1725,195.109,0.52,-0.52,2455028.109,0.52,-0.52,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006421/006421137/dv/kplr006421137-20160209194854_dvr.pdf,282.87473,41.836727,11.426,12.341,11.54,,,10.899,10.704,10.657
5934,9893278,K04740.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,182.281992,0.005928,-0.005928,159.6829,0.0235,-0.0235,2454992.683,0.0235,-0.0235,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,292.85391,46.77375,15.405,15.997,15.372,15.152,15.005,14.002,13.596,13.463
5935,8129005,K04741.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,7.1403113,0.0001872,-0.0001872,137.9994,0.0212,-0.0212,2454970.999,0.0212,-0.0212,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008129/008129005/dv/kplr008129005-20160209194854_dvr.pdf,300.78387,43.962059,14.738,15.131,14.699,14.57,14.505,13.676,13.388,13.342
5936,4138008,K04742.01,Kepler-442 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,112.303136,0.001722,-0.001722,230.4383,0.0125,-0.0125,2455063.438,0.0125,-0.0125,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004138/004138008/dv/kplr004138008-20160209194854_dvr.pdf,285.36658,39.280079,14.976,15.941,14.93,14.563,14.341,13.233,12.581,12.488
5937,6468904,K04743.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,49.5387264,0.0003804,-0.0003804,132.50072,0.00682,-0.00682,2454965.501,0.00682,-0.00682,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006468/006468904/dv/kplr006468904-20160209194854_dvr.pdf,298.68402,41.83149,14.94,15.478,14.894,14.709,14.585,13.641,13.243,13.128
5938,5709906,K04744.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,3.39155966,5.767e-05,-5.767e-05,134.1211,0.0126,-0.0126,2454967.121,0.0126,-0.0126,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005709/005709906/dv/kplr005709906-20160209194854_dvr.pdf,293.17435,40.950809,13.773,14.24,13.715,13.572,13.531,12.599,12.282,12.272
5939,11757451,K04745.01,Kepler-443 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,177.668663,0.003315,-0.003315,264.2428,0.0134,-0.0134,2455097.243,0.0134,-0.0134,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011757/011757451/dv/kplr011757451-20160209194854_dvr.pdf,288.61053,49.968632,15.891,16.721,15.827,15.535,15.394,14.365,13.802,13.815
5940,2711597,K04746.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,0.98041685,4.941e-06,-4.941e-06,131.78321,0.00401,-0.00401,2454964.783,0.00401,-0.00401,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002711/002711597/dv/kplr002711597-20160209194854_dvr.pdf,291.12454,37.986511,14.484,15.299,14.443,14.135,14.01,12.917,12.374,12.274
5941,8047428,K04747.01,Kepler-1621 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,92.263742,0.002649,-0.002649,146.4247,0.0267,-0.0267,2454979.425,0.0267,-0.0267,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008047/008047428/dv/kplr008047428-20160209194854_dvr.pdf,297.5885,43.841221,15.015,15.458,14.978,14.826,14.775,13.942,13.623,13.602
5942,11513486,K04748.01,Kepler-1969 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,6.64754478,4.141e-05,-4.141e-05,137.13371,0.00517,-0.00517,2454970.134,0.00517,-0.00517,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011513/011513486/dv/kplr011513486-20160209194854_dvr.pdf,294.78433,49.4921,15.724,16.232,15.673,15.506,15.444,14.488,14.247,14.235
5943,6520519,K04749.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,1.97650073,1.096e-05,-1.096e-05,132.95624,0.00456,-0.00456,2454965.956,0.00456,-0.00456,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006520/006520519/dv/kplr006520519-20160209194854_dvr.pdf,291.21164,41.9856,15.608,16.172,15.542,15.366,15.3,14.292,13.904,13.822
5944,5308296,K04750.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,36.721576,0.001305,-0.001305,151.2481,0.023,-0.023,2454984.248,0.023,-0.023,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005308/005308296/dv/kplr005308296-20160209194854_dvr.pdf,299.49188,40.472481,15.919,16.502,15.844,15.669,15.5,14.608,14.177,14.177
5945,9953575,K04751.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,362.69427,0.01607,-0.01607,154.1124,0.0368,-0.0368,2454987.112,0.0368,-0.0368,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,292.78592,46.808411,14.73,15.401,14.679,14.443,14.267,13.237,12.791,12.675
5946,7887890,K04752.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,370.35639,0.02818,-0.02818,425.9854,0.0405,-0.0405,2455258.985,0.0405,-0.0405,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,290.74271,43.604431,15.189,15.643,15.128,14.994,14.936,14.033,13.736,13.637
5947,4544628,K04753.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,0.729724346,6.061e-06,-6.061e-06,132.04276,0.00806,-0.00806,2454965.043,0.00806,-0.00806,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004544/004544628/dv/kplr004544628-20160209194854_dvr.pdf,285.90179,39.654411,12.546,12.772,12.481,12.45,,11.246,11.01,10.919
5948,10291589,K04754.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.08757462,8.132e-05,-8.132e-05,138.27614,0.00932,-0.00932,2454971.276,0.00932,-0.00932,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010291/010291589/dv/kplr010291589-20160209194854_dvr.pdf,297.90527,47.33683,15.274,15.735,15.228,15.076,15.014,14.147,13.75,13.636
5949,10118266,K04755.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.74318005,1.612e-05,-1.612e-05,135.13816,0.0035,-0.0035,2454968.138,0.0035,-0.0035,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010118/010118266/dv/kplr010118266-20160209194854_dvr.pdf,280.66519,47.114059,14.924,15.506,14.858,14.674,14.557,13.531,13.169,13.088
5950,5695615,K04756.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,5.4169303,0.0001099,-0.0001099,133.7916,0.0155,-0.0155,2454966.792,0.0155,-0.0155,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005695/005695615/dv/kplr005695615-20160209194854_dvr.pdf,288.61057,40.92474,15.411,15.822,15.365,15.235,15.172,14.326,14.042,13.906
5951,7435780,K04757.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,0.933157032,5.568e-06,-5.568e-06,132.35981,0.00425,-0.00425,2454965.36,0.00425,-0.00425,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007435/007435780/dv/kplr007435780-20160209194854_dvr.pdf,288.97589,43.099178,15.013,15.363,14.966,14.864,14.825,14.003,13.748,13.657
5952,8938937,K04758.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,37.1083458,0.0008995,-0.0008995,166.2453,0.0181,-0.0181,2454999.245,0.0181,-0.0181,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008938/008938937/dv/kplr008938937-20160209194854_dvr.pdf,285.80185,45.216831,15.948,16.541,15.886,15.694,15.653,14.698,14.174,14.102
5953,7949593,K04759.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,17.7662938,0.000263,-0.000263,146.6886,0.0119,-0.0119,2454979.689,0.0119,-0.0119,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007949/007949593/dv/kplr007949593-20160209194854_dvr.pdf,287.77301,43.73391,14.971,15.443,14.918,14.769,14.664,13.737,13.413,13.28
5954,9474232,K04760.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,13.6917833,0.0001493,-0.0001493,133.78898,0.00738,-0.00738,2454966.789,0.00738,-0.00738,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009474/009474232/dv/kplr009474232-20160209194854_dvr.pdf,295.37604,46.047588,14.565,15.06,14.533,14.353,14.276,13.401,13.062,12.931
5955,3859151,K04761.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,25.95633,0.002257,-0.002257,154.7054,0.0723,-0.0723,2454987.705,0.0723,-0.0723,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003859/003859151/dv/kplr003859151-20160209194854_dvr.pdf,293.76151,38.99921,14.876,15.3,14.838,14.695,14.624,13.795,13.473,13.385
5956,7098255,K04762.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,11.56722589,9.733e-05,-9.733e-05,132.25385,0.00716,-0.00716,2454965.254,0.00716,-0.00716,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007098/007098255/dv/kplr007098255-20160209194854_dvr.pdf,284.61008,42.687431,15.674,16.661,15.594,15.251,15.066,13.891,13.293,13.207
5957,8349399,K04763.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,56.446465,0.001205,-0.001205,170.59,0.0159,-0.0159,2455003.59,0.0159,-0.0159,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008349/008349399/dv/kplr008349399-20160209194854_dvr.pdf,284.38248,44.308231,14.046,14.494,13.981,13.854,13.768,12.817,12.569,12.516
5958,6043562,K04764.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,31.4202111,0.0004258,-0.0004258,132.7457,0.0118,-0.0118,2454965.746,0.0118,-0.0118,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006043/006043562/dv/kplr006043562-20160209194854_dvr.pdf,292.18646,41.328041,15.809,16.488,15.734,15.517,15.35,14.314,13.835,13.761
5959,10615440,K04765.01,Kepler-1622 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,10.8118317,0.0001288,-0.0001288,137.13426,0.00858,-0.00858,2454970.134,0.00858,-0.00858,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010615/010615440/dv/kplr010615440-20160209194854_dvr.pdf,297.32889,47.815472,13.385,13.714,13.331,13.244,13.199,12.422,12.18,12.104
5960,4919550,K04766.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,5.56676609,3.035e-05,-3.035e-05,132.49956,0.00452,-0.00452,2454965.5,0.00452,-0.00452,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,004/004919/004919550/dv/kplr004919550-20160209194854_dvr.pdf,290.46756,40.056438,15.223,15.902,15.165,14.932,14.764,13.812,13.311,13.199
5961,4919550,K04766.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,2.45261841,2.175e-05,-2.175e-05,133.60879,0.00766,-0.00766,2454966.609,0.00766,-0.00766,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,004/004919/004919550/dv/kplr004919550-20160209194854_dvr.pdf,290.46756,40.056438,15.223,15.902,15.165,14.932,14.764,13.812,13.311,13.199
5962,5802292,K04767.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,1.208528832,5.876e-06,-5.876e-06,131.97963,0.00469,-0.00469,2454964.98,0.00469,-0.00469,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005802/005802292/dv/kplr005802292-20160209194854_dvr.pdf,295.10959,41.07579,15.912,16.422,15.874,15.694,15.593,14.719,14.327,14.351
5963,10221505,K04768.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.43633133,8.724e-06,-8.724e-06,132.42697,0.00187,-0.00187,2454965.427,0.00187,-0.00187,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010221/010221505/dv/kplr010221505-20160209194854_dvr.pdf,296.78934,47.234531,15.71,16.382,15.686,15.423,15.258,14.299,13.848,13.792
5964,6116035,K04769.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,449.57274,0.0185,-0.0185,153.3061,0.0206,-0.0206,2454986.306,0.0206,-0.0206,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,289.43906,41.492977,13.679,14.138,13.627,13.482,,12.435,12.06,12.005
