rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_parm_prov,koi_count,koi_tce_delivname,koi_datalink_dvr,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
5841,5817685,K04652.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,4.2059745,0.0001214,-0.0001214,132.2828,0.0239,-0.0239,2454965.283,0.0239,-0.0239,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005817/005817685/dv/kplr005817685-20160209194854_dvr.pdf,298.4985,41.08337,14.734,15.274,14.698,14.503,14.421,13.44,13.127,13.036
5842,11181260,K04653.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,19.9778599,0.0002715,-0.0002715,135.165,0.0106,-0.0106,2454968.165,0.0106,-0.0106,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011181/011181260/dv/kplr011181260-20160209194854_dvr.pdf,286.56033,48.893051,13.52,13.838,13.452,13.383,13.376,12.556,12.273,12.255
5843,5090803,K04654.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,379.65261,0.05023,-0.05023,284.965,0.0891,-0.0891,2455117.965,0.0891,-0.0891,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,289.2247,40.260818,13.223,13.549,13.206,13.083,13.053,12.189,11.917,11.911
5844,2558163,K04655.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,17.543847,0.001022,-0.001022,138.9151,0.061,-0.061,2454971.915,0.061,-0.061,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002558/002558163/dv/kplr002558163-20160209194854_dvr.pdf,287.06534,37.899479,15.388,15.865,15.354,15.184,15.092,14.193,13.794,13.769
5845,8107611,K04656.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.8183717,3.846e-05,-3.846e-05,133.90812,0.00708,-0.00708,2454966.908,0.00708,-0.00708,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008107/008107611/dv/kplr008107611-20160209194854_dvr.pdf,295.24191,43.972599,13.821,14.129,13.769,13.689,13.667,12.617,12.444,12.37
5846,6527078,K04657.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.57600886,8.526e-05,-8.526e-05,135.6293,0.011,-0.011,2454968.629,0.011,-0.011,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,006/006527/006527078/dv/kplr006527078-20160209194854_dvr.pdf,293.29279,41.997589,13.241,13.827,13.184,12.99,12.932,11.946,11.483,11.424
5847,6527078,K04657.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,10.4314847,7.38e-05,-7.38e-05,135.54229,0.00649,-0.00649,2454968.542,0.00649,-0.00649,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,006/006527/006527078/dv/kplr006527078-20160209194854_dvr.pdf,293.29279,41.997589,13.241,13.827,13.184,12.99,12.932,11.946,11.483,11.424
5848,4946049,K04658.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,1,q1_q17_dr25_sup_koi,1.8789138,1.68e-05,-1.68e-05,133.06338,0.00879,-0.00879,2454966.063,0.00879,-0.00879,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004946/004946049/dv/kplr004946049-20160209194854_dvr.pdf,297.23672,40.034039,12.95,13.082,12.906,12.938,12.885,12.172,12.105,12.043
5849,2857607,K04659.01,Kepler-1965 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,41.8681996,0.0007404,-0.0007404,146.9767,0.0157,-0.0157,2454979.977,0.0157,-0.0157,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002857/002857607/dv/kplr002857607-20160209194854_dvr.pdf,292.51468,38.02206,13.664,14.114,13.606,13.47,13.401,12.53,12.152,12.12
5850,5559651,K04660.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,0.514771509,3.013e-06,-3.013e-06,131.94435,0.00515,-0.00515,2454964.944,0.00515,-0.00515,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005559/005559651/dv/kplr005559651-20160209194854_dvr.pdf,298.22543,40.783989,14.198,14.704,14.125,13.982,13.889,12.969,12.631,12.555
5851,5962262,K04661.01,Kepler-1966 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,8.61742738,6.717e-05,-6.717e-05,133.50863,0.00697,-0.00697,2454966.509,0.00697,-0.00697,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005962/005962262/dv/kplr005962262-20160209194854_dvr.pdf,292.46387,41.299068,14.79,15.496,14.743,14.488,14.309,13.255,12.76,12.643
5852,10407210,K04662.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,0.933728755,8.982e-06,-8.982e-06,131.54241,0.00942,-0.00942,2454964.542,0.00942,-0.00942,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010407/010407210/dv/kplr010407210-20160209194854_dvr.pdf,292.83698,47.55394,10.959,11.448,10.989,,,9.989,9.823,9.785
5853,7515336,K04663.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,5.65690281,7.902e-05,-7.902e-05,131.5761,0.0111,-0.0111,2454964.576,0.0111,-0.0111,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007515/007515336/dv/kplr007515336-20160209194854_dvr.pdf,287.67059,43.197239,12.715,13.236,12.655,12.491,12.418,11.524,11.16,11.093
5854,8984755,K04664.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,0.734573766,4.772e-06,-4.772e-06,131.59872,0.00544,-0.00544,2454964.599,0.00544,-0.00544,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008984/008984755/dv/kplr008984755-20160209194854_dvr.pdf,300.94925,45.247952,14.617,15.224,14.576,14.357,14.247,13.312,12.918,12.899
5855,7366895,K04665.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,289.86046,0.01494,-0.01494,258.5572,0.0311,-0.0311,2455091.557,0.0311,-0.0311,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007366/007366895/dv/kplr007366895-20160209194854_dvr.pdf,293.06857,42.957211,13.696,14.163,13.642,13.496,13.431,12.545,12.221,12.149
5856,11337012,K04666.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,12.4019263,0.0002695,-0.0002695,141.1769,0.0206,-0.0206,2454974.177,0.0206,-0.0206,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,011/011337/011337012/dv/kplr011337012-20160209194854_dvr.pdf,284.04172,49.138199,15.355,15.923,15.303,15.111,15.003,13.996,13.585,13.615
5857,8359569,K04667.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,152.823896,0.004556,-0.004556,147.5443,0.0245,-0.0245,2454980.544,0.0245,-0.0245,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008359/008359569/dv/kplr008359569-20160209194854_dvr.pdf,289.63535,44.379711,15.408,15.787,15.365,15.245,15.209,14.352,14.029,14.054
5858,8937762,K04668.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,15.07277287,3.845e-05,-3.845e-05,143.96955,0.0021,-0.0021,2454976.97,0.0021,-0.0021,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008937/008937762/dv/kplr008937762-20160209194854_dvr.pdf,285.21283,45.2514,14.269,14.811,14.22,14.037,13.972,13.034,12.662,12.584
5859,2720828,K04669.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,1.71659304,1.316e-05,-1.316e-05,131.6976,0.0051,-0.0051,2454964.698,0.0051,-0.0051,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,293.14069,37.994469,14.971,15.422,14.931,14.778,14.707,13.804,13.518,13.538
5860,9837828,K04670.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,6.80899076,5.182e-05,-5.182e-05,132.19078,0.00683,-0.00683,2454965.191,0.00683,-0.00683,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,294.58066,46.610592,16.303,17.174,16.243,15.93,15.77,14.66,14.136,14.016
5861,5428471,K04671.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,0.75499096,5.881e-05,-5.881e-05,131.8315,0.0109,-0.0109,2454964.831,0.0109,-0.0109,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005428/005428471/dv/kplr005428471-20160209194854_dvr.pdf,284.34848,40.690659,15.708,16.264,15.648,15.47,15.354,14.435,14.051,13.962
5862,7283710,K04672.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,353.40191,0.01843,-0.01843,403.2834,0.0383,-0.0383,2455236.283,0.0383,-0.0383,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,292.32425,42.88496,15.687,16.515,15.639,15.332,15.197,14.143,13.639,13.636
5863,10794509,K04673.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,1,q1_q17_dr25_sup_koi,1.428596987,4.917e-06,-4.917e-06,132.79165,0.00319,-0.00319,2454965.792,0.00319,-0.00319,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010794/010794509/dv/kplr010794509-20160209194854_dvr.pdf,290.73431,48.16341,12.619,12.883,12.576,12.505,12.486,11.643,11.492,11.414
5864,6839010,K04674.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,4.84350003,4.384e-05,-4.384e-05,134.81488,0.00726,-0.00726,2454967.815,0.00726,-0.00726,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006839/006839010/dv/kplr006839010-20160209194854_dvr.pdf,282.58282,42.346352,13.59,14.087,13.541,13.377,13.327,12.374,12.085,12.026
5865,10130057,K04675.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,2.17812826,2.623e-05,-2.623e-05,132.03068,0.00779,-0.00779,2454965.031,0.00779,-0.00779,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010130/010130057/dv/kplr010130057-20160209194854_dvr.pdf,287.14621,47.183529,15.613,16.24,15.553,15.345,15.239,14.275,13.802,13.724
5866,4953173,K04676.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,31.183688,0.001229,-0.001229,155.9588,0.0244,-0.0244,2454988.959,0.0244,-0.0244,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,004/004953/004953173/dv/kplr004953173-20160209194854_dvr.pdf,298.74335,40.07214,13.931,14.527,13.878,13.676,13.553,12.604,12.303,12.227
5867,4953173,K04676.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,3.36379289,5.632e-05,-5.632e-05,132.9065,0.0138,-0.0138,2454965.907,0.0138,-0.0138,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,004/004953/004953173/dv/kplr004953173-20160209194854_dvr.pdf,298.74335,40.07214,13.931,14.527,13.878,13.676,13.553,12.604,12.303,12.227
5868,9838608,K04677.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,1.33259494,2.52e-05,-2.52e-05,132.0286,0.0156,-0.0156,2454965.029,0.0156,-0.0156,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009838/009838608/dv/kplr009838608-20160209194854_dvr.pdf,294.88477,46.646591,15.165,15.629,15.124,14.966,14.898,13.998,13.708,13.643
5869,4247811,K04678.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,2.05048377,2.192e-05,-2.192e-05,133.2849,0.0114,-0.0114,2454966.285,0.0114,-0.0114,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004247/004247811/dv/kplr004247811-20160209194854_dvr.pdf,287.17123,39.388329,14.352,14.903,14.317,14.116,14.02,13.085,12.752,12.659
5870,6543645,K04679.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,1.19550618,1.576e-05,-1.576e-05,132.3006,0.0125,-0.0125,2454965.301,0.0125,-0.0125,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,006/006543/006543645/dv/kplr006543645-20160209194854_dvr.pdf,297.53574,41.940571,13.45,13.915,13.4,13.25,13.189,12.323,12.025,11.963
5871,4587135,K04680.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,54.0812235,0.0009413,-0.0009413,145.2689,0.0101,-0.0101,2454978.269,0.0101,-0.0101,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004587/004587135/dv/kplr004587135-20160209194854_dvr.pdf,297.59964,39.626339,15.487,16.024,15.45,15.256,15.146,14.264,13.871,13.809
5872,3857860,K04681.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,8.2344072,0.0001025,-0.0001025,137.4733,0.0119,-0.0119,2454970.473,0.0119,-0.0119,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003857/003857860/dv/kplr003857860-20160209194854_dvr.pdf,293.44537,38.929588,12.88,13.286,12.838,12.706,12.652,11.832,11.566,11.529
5873,5024252,K04682.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,2.15052332,2.152e-05,-2.152e-05,132.3132,0.01,-0.01,2454965.313,0.01,-0.01,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,295.29333,40.183308,13.322,13.201,13.243,13.373,,15.152,14.765,15.062
5874,4843592,K04683.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,1,0,q1_q17_dr25_sup_koi,0.967073359,8.22e-07,-8.22e-07,131.604602,0.000688,-0.000688,2454964.605,0.000688,-0.000688,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004843/004843592/dv/kplr004843592-20160209194854_dvr.pdf,294.02347,39.92408,15.12,15.693,15.05,14.875,14.755,13.79,13.444,13.385
5875,9602775,K04684.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,3.5564279,0.0001001,-0.0001001,133.5377,0.0263,-0.0263,2454966.538,0.0263,-0.0263,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009602/009602775/dv/kplr009602775-20160209194854_dvr.pdf,297.19739,46.22826,15.927,16.534,15.879,15.666,15.516,14.561,14.073,14.005
5876,3867794,K04685.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,0.494247662,1.744e-06,-1.744e-06,131.84441,0.00296,-0.00296,2454964.844,0.00296,-0.00296,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,003/003867/003867794/dv/kplr003867794-20160209194854_dvr.pdf,295.73773,38.903912,15.666,16.27,15.603,15.407,15.333,14.407,14.03,13.883
5877,5819801,K04686.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,11.8299383,0.0002073,-0.0002073,138.3039,0.0143,-0.0143,2454971.304,0.0143,-0.0143,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005819/005819801/dv/kplr005819801-20160209194854_dvr.pdf,298.90576,41.04261,12.327,12.871,12.254,12.094,12.022,11.061,10.742,10.674
5878,11092040,K04687.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,419.92898,0.02934,-0.02934,134.7701,0.0567,-0.0567,2454967.77,0.0567,-0.0567,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,295.53461,48.677391,14.755,15.22,14.709,14.556,14.497,13.541,13.202,13.168
5879,4851145,K04688.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,1.23521458,1.936e-05,-1.936e-05,131.9681,0.0197,-0.0197,2454964.968,0.0197,-0.0197,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004851/004851145/dv/kplr004851145-20160209194854_dvr.pdf,295.82114,39.975479,15.637,16.116,15.571,15.432,15.352,14.448,14.158,14.086
5880,10292540,K04689.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,0,q1_q17_dr25_sup_koi,1.085229874,6.39e-06,-6.39e-06,132.10036,0.00435,-0.00435,2454965.1,0.00435,-0.00435,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010292/010292540/dv/kplr010292540-20160209194854_dvr.pdf,298.15717,47.331268,15.959,16.557,15.921,15.703,15.635,14.634,14.235,14.215
5881,9394768,K04690.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,360.15417,0.01287,-0.01287,188.796,0.0267,-0.0267,2455021.796,0.0267,-0.0267,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,287.25299,45.90934,15.435,15.921,15.38,15.227,15.186,14.274,13.964,13.907
5882,9773980,K04691.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.3879165,2.583e-05,-2.583e-05,133.93645,0.00581,-0.00581,2454966.936,0.00581,-0.00581,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009773/009773980/dv/kplr009773980-20160209194854_dvr.pdf,293.28015,46.560089,14.491,14.962,14.447,14.289,14.226,13.389,13.035,13.087
5883,10972902,K04692.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,1,q1_q17_dr25_sup_koi,1.42856815,1.12e-05,-1.12e-05,132.81461,0.00624,-0.00624,2454965.815,0.00624,-0.00624,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,010/010972/010972902/dv/kplr010972902-20160209194854_dvr.pdf,290.44476,48.462891,14.766,15.219,14.726,14.572,14.497,13.614,13.248,13.178
5884,10972902,K04692.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,7.6720844,0.0001554,-0.0001554,134.1756,0.011,-0.011,2454967.176,0.011,-0.011,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,010/010972/010972902/dv/kplr010972902-20160209194854_dvr.pdf,290.44476,48.462891,14.766,15.219,14.726,14.572,14.497,13.614,13.248,13.178
5885,8417078,K04693.01,Kepler-1619 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,23.6223571,0.0005363,-0.0005363,146.9643,0.0195,-0.0195,2454979.964,0.0195,-0.0195,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008417/008417078/dv/kplr008417078-20160209194854_dvr.pdf,285.70346,44.422001,13.341,13.719,13.283,13.179,13.131,12.232,11.888,11.858
5886,9457948,K04694.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,19.2527652,0.0002906,-0.0002906,144.2659,0.0112,-0.0112,2454977.266,0.0112,-0.0112,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009457/009457948/dv/kplr009457948-20160209194854_dvr.pdf,288.70859,46.018188,14.851,15.25,14.797,14.68,14.633,13.759,13.452,13.397
5887,4852297,K04695.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,3.28931936,1.7e-05,-1.7e-05,133.90141,0.00451,-0.00451,2454966.901,0.00451,-0.00451,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004852/004852297/dv/kplr004852297-20160209194854_dvr.pdf,296.06665,39.938011,14.806,15.224,14.759,14.627,14.555,13.669,13.368,13.39
5888,9851845,K04696.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,1,q1_q17_dr25_sup_koi,1.08195208,1.685e-05,-1.685e-05,131.5252,0.012,-0.012,2454964.525,0.012,-0.012,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009851/009851845/dv/kplr009851845-20160209194854_dvr.pdf,299.0098,46.684738,13.881,14.536,13.833,13.6,13.483,12.481,12.185,11.993
5889,9474483,K04697.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,0.512583041,2.553e-06,-2.553e-06,131.77571,0.00456,-0.00456,2454964.776,0.00456,-0.00456,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,009/009474/009474483/dv/kplr009474483-20160209194854_dvr.pdf,295.46341,46.01123,15.484,15.994,15.443,15.266,15.185,14.344,13.962,13.921
5890,10663738,K04698.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,8.5275894,0.0001023,-0.0001023,137.2755,0.0122,-0.0122,2454970.275,0.0122,-0.0122,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010663/010663738/dv/kplr010663738-20160209194854_dvr.pdf,291.12744,47.938801,14.765,15.124,14.684,14.612,14.574,13.673,13.413,13.419
5891,7891294,K04699.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.07714195,4.18e-05,-4.18e-05,133.4849,0.0103,-0.0103,2454966.485,0.0103,-0.0103,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,007/007891/007891294/dv/kplr007891294-20160209194854_dvr.pdf,291.88797,43.649811,12.889,13.221,12.838,12.746,12.739,11.917,11.676,11.621
5892,9413156,K04700.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.83488354,3.374e-05,-3.374e-05,135.08701,0.00713,-0.00713,2454968.087,0.00713,-0.00713,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,009/009413/009413156/dv/kplr009413156-20160209194854_dvr.pdf,295.36145,45.914841,15.972,16.61,15.937,15.699,15.564,14.672,14.16,14.111
5893,9413156,K04700.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,66.47762,0.001134,-0.001134,184.2673,0.0137,-0.0137,2455017.267,0.0137,-0.0137,q1_q17_dr25_sup_koi,2,q1_q17_dr25_tce,009/009413/009413156/dv/kplr009413156-20160209194854_dvr.pdf,295.36145,45.914841,15.972,16.61,15.937,15.699,15.564,14.672,14.16,14.111
5894,8625732,K04701.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,31.97181,0.001569,-0.001569,133.8728,0.0385,-0.0385,2454966.873,0.0385,-0.0385,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,008/008625/008625732/dv/kplr008625732-20160209194854_dvr.pdf,292.14804,44.70414,14.817,15.373,14.748,14.579,14.475,13.512,13.157,13.062
5895,2831251,K04702.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,5.81289843,9.68e-05,-9.68e-05,131.5613,0.0134,-0.0134,2454964.561,0.0134,-0.0134,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002831/002831251/dv/kplr002831251-20160209194854_dvr.pdf,285.56747,38.040691,14.51,14.936,14.465,14.327,14.293,13.369,13.015,12.961
5896,6359175,K04703.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,349.03703,0.03261,-0.03261,331.8869,0.0652,-0.0652,2455164.887,0.0652,-0.0652,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,290.16418,41.782631,15.499,16.077,15.419,15.251,15.081,14.138,13.684,13.609
5897,8104207,K04704.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,177.8135,0.01011,-0.01011,205.1936,0.0276,-0.0276,2455038.194,0.0276,-0.0276,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,294.12762,43.975128,15.234,15.757,15.171,15.01,14.929,13.967,13.667,13.513
5898,5642688,K04705.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,1.4733245,1.018e-05,-1.018e-05,132.85599,0.00597,-0.00597,2454965.856,0.00597,-0.00597,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,005/005642/005642688/dv/kplr005642688-20160209194854_dvr.pdf,297.60236,40.803219,15.078,15.649,15.042,14.833,14.693,13.776,13.388,13.37
5899,10026502,K04706.01,Kepler-1620 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,101.952048,0.001733,-0.001733,206.3499,0.0147,-0.0147,2455039.35,0.0147,-0.0147,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,010/010026/010026502/dv/kplr010026502-20160209194854_dvr.pdf,297.27087,46.928421,13.658,14.041,13.578,13.494,13.417,12.559,12.283,12.198
5900,4680772,K04707.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,26.190289,0.0002619,-0.0002619,143.22089,0.00965,-0.00965,2454976.221,0.00965,-0.00965,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,004/004680/004680772/dv/kplr004680772-20160209194854_dvr.pdf,297.77899,39.776001,11.66,11.876,11.637,,,10.527,10.276,10.245
5901,8110733,K04708.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,1,0,0,0,q1_q17_dr25_sup_koi,203.511886,0.002467,-0.002467,329.4945,0.0104,-0.0104,2455162.495,0.0104,-0.0104,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,,296.17621,43.931751,12.341,12.524,12.279,12.255,12.286,11.5,11.317,11.285
5902,2303903,K04709.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,3.70858595,2.26e-05,-2.26e-05,134.47308,0.00526,-0.00526,2454967.473,0.00526,-0.00526,q1_q17_dr25_sup_koi,1,q1_q17_dr25_tce,002/002303/002303903/dv/kplr002303903-20160209194854_dvr.pdf,291.64294,37.632408,15.947,16.591,15.899,15.671,15.543,14.601,14.104,14.086
